Maturity,Option Type,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
04/05/2019,PUT,GOOG190405P01135000,2019-03-22 12:18PM EDT,1135,3.01,3.3,3.7,0,-,18,12,0.2517
04/05/2019,PUT,GOOG190405P01137500,2019-03-25 12:56PM EDT,1137.5,3.84,3.6,4,0.62,0.1925,1,11,0.2503
04/05/2019,PUT,GOOG190405P01140000,2019-03-25 3:29PM EDT,1140,3.6,3.8,4.3,0.4,0.125,9,26,0.2484
04/05/2019,PUT,GOOG190405P01142500,2019-03-22 3:09PM EDT,1142.5,3.4,4.1,4.6,0,-,1,6,0.2461
04/05/2019,PUT,GOOG190405P01145000,2019-03-22 12:21PM EDT,1145,5.6,4.4,4.9,1.85,0.4933,1,21,0.2435
04/05/2019,PUT,GOOG190405P01147500,2019-03-22 3:13PM EDT,1147.5,3.9,4.8,5.2,0,-,1,16,0.2405
04/05/2019,PUT,GOOG190405P01150000,2019-03-25 1:48PM EDT,1150,6.2,5.1,5.6,3.75,1.5306,13,53,0.2388
04/05/2019,PUT,GOOG190405P01152500,2019-03-25 9:33AM EDT,1152.5,5.91,5.5,6,-1.03,-0.1484,1,13,0.2367
04/05/2019,PUT,GOOG190405P01155000,2019-03-25 2:22PM EDT,1155,7.6,6,6.5,2.3,0.434,9,12,0.2358
04/05/2019,PUT,GOOG190405P01157500,2019-03-25 12:08PM EDT,1157.5,6.5,6.4,6.9,1.3,0.25,4,27,0.2328
04/05/2019,PUT,GOOG190405P01160000,2019-03-25 3:51PM EDT,1160,7,6.9,7.4,3.25,0.8667,70,67,0.2309
04/05/2019,PUT,GOOG190405P01162500,2019-03-25 1:32PM EDT,1162.5,8.1,7.4,8,-6.5,-0.4452,3,1,0.23
04/05/2019,PUT,GOOG190405P01165000,2019-03-25 1:09PM EDT,1165,8.8,8,8.6,2.38,0.3707,30,6,0.2285
04/05/2019,PUT,GOOG190405P01167500,2019-03-25 2:23PM EDT,1167.5,10.8,8.6,9.2,3.96,0.5789,5,20,0.2265
04/05/2019,PUT,GOOG190405P01170000,2019-03-25 3:13PM EDT,1170,8.8,9.3,9.9,2.06,0.3056,8,40,0.2253
04/05/2019,PUT,GOOG190405P01175000,2019-03-25 2:00PM EDT,1175,11.6,10.7,11.3,7.78,2.0366,25,20,0.2214
04/05/2019,PUT,GOOG190405P01177500,2019-03-25 3:01PM EDT,1177.5,11.97,11.5,12.1,-1.53,-0.1133,3,1,0.2198
04/05/2019,PUT,GOOG190405P01180000,2019-03-25 3:27PM EDT,1180,11.55,12.3,13,0.79,0.0734,10,34,0.2189
04/05/2019,PUT,GOOG190405P01185000,2019-03-25 3:04PM EDT,1185,14.85,14.1,14.9,4.55,0.4417,6,29,0.2166
04/05/2019,PUT,GOOG190405P01187500,2019-03-21 9:33AM EDT,1187.5,16.7,15.1,15.8,9.02,1.1745,3,5,0.214
04/05/2019,PUT,GOOG190405P01190000,2019-03-25 3:27PM EDT,1190,15.16,16.1,16.9,1.96,0.1485,33,70,0.2131
04/05/2019,PUT,GOOG190405P01192500,2019-03-25 1:49PM EDT,1192.5,20,17.2,18.1,5.8,0.4085,2,2,0.2127
04/05/2019,PUT,GOOG190405P01195000,2019-03-25 3:36PM EDT,1195,17.7,18.4,19.2,8.7,0.9667,21,5,0.2105
04/05/2019,PUT,GOOG190405P01200000,2019-03-25 3:05PM EDT,1200,21.5,20.9,21.9,5.5,0.3438,38,27,0.2102
04/05/2019,PUT,GOOG190405P01202500,2019-03-25 9:53AM EDT,1202.5,19.8,22.2,23.3,4,0.2532,2,6,0.2096
04/05/2019,PUT,GOOG190405P01205000,2019-03-25 9:57AM EDT,1205,21.51,23.6,24.6,3.31,0.1819,2,4,0.2072
04/05/2019,PUT,GOOG190405P01207500,2019-03-25 12:51PM EDT,1207.5,25.35,25,26.1,6.45,0.3413,10,6,0.2065
04/05/2019,PUT,GOOG190405P01210000,2019-03-25 12:44PM EDT,1210,28.35,26.5,27.7,13.25,0.8775,4,8,0.2064
04/05/2019,PUT,GOOG190405P01215000,2019-03-25 12:25PM EDT,1215,32,29.7,30.9,9.4,0.4159,10,8,0.2042
04/05/2019,PUT,GOOG190405P01222500,2019-03-25 3:36PM EDT,1222.5,33.6,34.9,36,15.81,0.8887,12,2,0.1994
04/05/2019,PUT,GOOG190405P01225000,2019-03-25 1:45PM EDT,1225,38.36,36.7,37.7,9.86,0.346,6,11,0.1963
04/05/2019,PUT,GOOG190405P01232500,2019-03-18 9:50AM EDT,1232.5,31.2,33.6,34.7,-21.4,-0.4068,1,1,0
04/05/2019,PUT,GOOG190405P01260000,2019-03-22 12:29PM EDT,1260,53.65,66.7,68.5,0,-,20,13,0.2075
04/05/2019,PUT,GOOG190405P01270000,2019-03-21 1:08PM EDT,1270,48.5,76.4,78.2,0,-,1,1,0.219
04/05/2019,PUT,GOOG190405P01277500,2019-03-22 11:33AM EDT,1277.5,64.4,82.3,88.3,0,-,1,1,0.3112
04/12/2019,CALL,GOOG190412C00940000,2019-03-22 11:46AM EDT,940,270.4,250.3,259.5,0,-,1,0,0.5748
04/12/2019,CALL,GOOG190412C00960000,2019-03-18 12:00AM EDT,960,263.45,230.4,239.5,0,-,1,0,0.5344
04/12/2019,CALL,GOOG190412C01000000,2019-03-14 3:12PM EDT,1000,190.7,190.5,200,0,-,6,25,0.6009
04/12/2019,CALL,GOOG190412C01020000,2019-03-04 11:57AM EDT,1020,137,170.2,179.8,0,-,16,19,0.5452
04/12/2019,CALL,GOOG190412C01025000,2019-03-05 6:59PM EDT,1025,129.34,165.6,175,0,-,50,50,0.5367
04/12/2019,CALL,GOOG190412C01035000,2019-03-07 4:14PM EDT,1035,110.92,155.9,165.3,0,-,1,51,0.5173
04/12/2019,CALL,GOOG190412C01075000,2019-03-25 2:57PM EDT,1075,119.85,116.5,126,50.12,0.7188,8,1,0.4262
04/12/2019,CALL,GOOG190412C01095000,2019-03-01 2:48PM EDT,1095,59.72,98.6,107.3,0,-,1,0,0.3933
04/12/2019,CALL,GOOG190412C01100000,2019-03-08 2:19PM EDT,1100,54,93.9,102.5,0,-,1,3,0.3825
04/12/2019,CALL,GOOG190412C01102500,2019-03-11 12:08AM EDT,1102.5,71,91.5,100.2,0,-,1,1,0.3785
04/12/2019,CALL,GOOG190412C01110000,2019-03-22 11:48PM EDT,1110,94.9,99.6,101.2,0,-,1,1,0.4669
04/12/2019,CALL,GOOG190412C01115000,2019-03-22 11:48PM EDT,1115,113.31,94.9,96.5,0,-,1,1,0.4544
04/12/2019,CALL,GOOG190412C01120000,2019-03-20 2:34PM EDT,1120,108.53,78,79.5,0,-,2,6,0.2832
04/12/2019,CALL,GOOG190412C01122500,2019-03-25 3:55PM EDT,1122.5,77.8,75.7,77.2,1.6,0.021,9,5,0.2796
04/12/2019,CALL,GOOG190412C01130000,2019-03-20 9:37AM EDT,1130,75.8,69.1,70.6,0,-,5,11,0.2722
04/12/2019,CALL,GOOG190412C01135000,2019-03-22 11:48PM EDT,1135,87.4,76.6,78.1,0,-,1,3,0.4063
04/12/2019,CALL,GOOG190412C01137500,2019-03-22 11:18AM EDT,1137.5,85.1,62.7,64.1,0,-,1,2,0.2644
04/12/2019,CALL,GOOG190412C01140000,2019-03-20 2:48PM EDT,1140,89.9,60.6,62,0,-,2,17,0.2622
04/12/2019,CALL,GOOG190412C01145000,2019-03-25 3:18PM EDT,1145,59.3,56.4,57.8,-10.5,-0.1504,2,10,0.2571
04/12/2019,CALL,GOOG190412C01147500,2019-03-22 11:18AM EDT,1147.5,76.1,54.4,55.8,0,-,4,9,0.2555
04/12/2019,CALL,GOOG190412C01150000,2019-03-25 1:04PM EDT,1150,53.8,52.3,53.7,-13.13,-0.1962,10,34,0.2524
04/12/2019,CALL,GOOG190412C01152500,2019-03-08 4:02PM EDT,1152.5,24.65,50.4,51.7,0,-,8,4,0.2502
04/12/2019,CALL,GOOG190412C01155000,2019-03-25 10:29AM EDT,1155,54.5,48.4,49.7,-9.1,-0.1431,2,11,0.2477
04/12/2019,CALL,GOOG190412C01160000,2019-03-25 3:22PM EDT,1160,47.4,44.7,45.9,-10.1,-0.1757,5,15,0.2442
04/12/2019,CALL,GOOG190412C01165000,2019-03-20 12:51PM EDT,1165,52.99,41,42.2,0,-,1,41,0.2406
04/12/2019,CALL,GOOG190412C01167500,2019-03-20 2:39PM EDT,1167.5,64.26,39.2,40.4,0,-,1,1,0.2389
04/12/2019,CALL,GOOG190412C01170000,2019-03-25 1:27PM EDT,1170,38.3,37.4,38.6,-8.83,-0.1874,4,19,0.2368
04/12/2019,CALL,GOOG190412C01172500,2019-03-18 12:00AM EDT,1172.5,35.2,35.6,36.9,0,-,2,2,0.2354
04/12/2019,CALL,GOOG190412C01175000,2019-03-22 2:19PM EDT,1175,45.7,34,35.1,0,-,3,9,0.2327
04/12/2019,CALL,GOOG190412C01177500,2019-03-25 11:30AM EDT,1177.5,39,32.3,33.5,-4.27,-0.0987,3,1,0.2316
04/12/2019,CALL,GOOG190412C01180000,2019-03-25 3:31PM EDT,1180,33.35,30.7,31.9,-18.25,-0.3537,4,9,0.2302
04/12/2019,CALL,GOOG190412C01182500,2019-03-25 3:31PM EDT,1182.5,31.75,29.2,30.3,5.75,0.2212,6,5,0.2284
04/12/2019,CALL,GOOG190412C01185000,2019-03-20 3:33PM EDT,1185,45.86,27.7,28.8,0,-,2,5,0.2272
04/12/2019,CALL,GOOG190412C01187500,2019-03-25 3:18PM EDT,1187.5,28.4,26.2,27.3,-15.45,-0.3523,6,2,0.2257
04/12/2019,CALL,GOOG190412C01190000,2019-03-25 3:22PM EDT,1190,26.44,24.8,25.8,-9.61,-0.2666,11,35,0.2238
04/12/2019,CALL,GOOG190412C01192500,2019-03-25 1:05PM EDT,1192.5,24.5,23.4,24.4,-14.35,-0.3694,1,2,0.2224
04/12/2019,CALL,GOOG190412C01195000,2019-03-25 2:26PM EDT,1195,20.88,22,23.1,-14.75,-0.414,19,61,0.2216
04/12/2019,CALL,GOOG190412C01200000,2019-03-25 2:42PM EDT,1200,19.5,19.5,20.4,-10,-0.339,21,52,0.2179
04/12/2019,CALL,GOOG190412C01202500,2019-03-22 3:49PM EDT,1202.5,19.1,18.3,19.2,-8.2,-0.3004,20,13,0.2169
04/12/2019,CALL,GOOG190412C01205000,2019-03-25 3:18PM EDT,1205,18.8,17.1,18,-7.3,-0.2797,4,10,0.2155
04/12/2019,CALL,GOOG190412C01207500,2019-03-25 10:49AM EDT,1207.5,21,16,16.9,-9.47,-0.3108,5,12,0.2146
04/12/2019,CALL,GOOG190412C01210000,2019-03-25 3:10PM EDT,1210,16.05,14.9,15.8,-7.75,-0.3256,7,25,0.2132
04/12/2019,CALL,GOOG190412C01215000,2019-03-25 2:23PM EDT,1215,12.1,12.9,13.7,-8.4,-0.4098,8,4,0.2103
04/12/2019,CALL,GOOG190412C01217500,2019-03-25 9:45AM EDT,1217.5,16.7,12,12.7,-4,-0.1932,3,9,0.2087
04/12/2019,CALL,GOOG190412C01220000,2019-03-25 3:19PM EDT,1220,12.3,11.1,11.6,-7.5,-0.3788,5,34,0.2056
04/12/2019,CALL,GOOG190412C01222500,2019-03-25 9:36AM EDT,1222.5,15.1,10.3,11,-6.2,-0.2911,1,5,0.2072
04/12/2019,CALL,GOOG190412C01225000,2019-03-25 3:37PM EDT,1225,10.87,9.5,10.2,-14.78,-0.5762,5,5,0.2063
04/12/2019,CALL,GOOG190412C01230000,2019-03-25 3:59PM EDT,1230,8.8,8,8.7,-5.7,-0.3931,6,36,0.2043
04/12/2019,CALL,GOOG190412C01232500,2019-03-22 1:56PM EDT,1232.5,13,7.4,7.9,0,-,3,9,0.2021
04/12/2019,CALL,GOOG190412C01240000,2019-03-22 11:58AM EDT,1240,11.4,5.6,6,0,-,2,38,0.1982
04/12/2019,CALL,GOOG190412C01250000,2019-03-25 12:38PM EDT,1250,4,3.8,4.2,-3.48,-0.4652,2,47,0.1962
04/12/2019,CALL,GOOG190412C01260000,2019-03-25 2:13PM EDT,1260,2.55,2.55,2.9,-2.8,-0.5234,3,68,0.1952
04/12/2019,CALL,GOOG190412C01270000,2019-03-22 2:39PM EDT,1270,3.9,1.65,1.95,0,-,1,27,0.1942
04/12/2019,CALL,GOOG190412C01280000,2019-03-25 10:08AM EDT,1280,1.85,1.05,1.35,-0.7,-0.2745,3,13,0.1955
04/12/2019,CALL,GOOG190412C01290000,2019-03-25 11:18AM EDT,1290,1.2,0.65,0.9,-0.55,-0.3143,4,6,0.1959
04/12/2019,CALL,GOOG190412C01310000,2019-03-25 10:17AM EDT,1310,0.6,0.25,0.5,-0.4,-0.4,2,2,0.2052
04/12/2019,CALL,GOOG190412C01320000,2019-03-25 3:18PM EDT,1320,0.25,0.2,0.4,-0.55,-0.6875,2,12,0.2118
04/12/2019,CALL,GOOG190412C01380000,2019-03-20 2:58PM EDT,1380,0.25,0,0.2,0,-,10,10,0.2642
04/12/2019,CALL,GOOG190412C01400000,2019-03-07 10:58AM EDT,1400,0.1,0,0.1,0,-,10,10,0.2656
04/12/2019,PUT,GOOG190412P00960000,2019-03-06 11:31AM EDT,960,1.1,0.05,0.25,0,-,3,3,0.3945
04/12/2019,PUT,GOOG190412P00970000,2019-03-11 10:08AM EDT,970,1.3,0.1,0.3,0,-,3,3,0.3862
04/12/2019,PUT,GOOG190412P00990000,2019-03-25 2:18PM EDT,990,0.35,0.2,0.45,-0.13,-0.2708,1,1,0.3716
04/12/2019,PUT,GOOG190412P01000000,2019-03-15 2:19PM EDT,1000,0.75,0.3,0.5,0,-,5,13,0.3594
04/12/2019,PUT,GOOG190412P01010000,2019-03-25 11:27AM EDT,1010,0.48,0.35,0.6,-0.01,-0.0204,2,1,0.3508
04/12/2019,PUT,GOOG190412P01025000,2019-03-13 2:09PM EDT,1025,0.95,0.5,0.75,0,-,4,9,0.3353
04/12/2019,PUT,GOOG190412P01030000,2019-03-12 3:14PM EDT,1030,1.2,0.5,0.8,0,-,1,3,0.3296
04/12/2019,PUT,GOOG190412P01040000,2019-03-08 1:14PM EDT,1040,5.4,0.75,0.95,0,-,5,5,0.3202
04/12/2019,PUT,GOOG190412P01045000,2019-03-12 10:34AM EDT,1045,1.61,0.8,1.05,0,-,6,6,0.3163
04/12/2019,PUT,GOOG190412P01050000,2019-03-25 12:33PM EDT,1050,1.05,0.9,1.1,-0.34,-0.2446,6,22,0.3093
04/12/2019,PUT,GOOG190412P01055000,2019-03-12 10:49AM EDT,1055,1.48,1,1.25,0,-,1,2,0.3068
04/12/2019,PUT,GOOG190412P01060000,2019-03-20 2:25PM EDT,1060,0.8,1.1,1.35,0,-,4,12,0.3014
04/12/2019,PUT,GOOG190412P01065000,2019-03-05 11:40AM EDT,1065,5.33,1.25,1.5,0,-,1,2,0.2976
04/12/2019,PUT,GOOG190412P01070000,2019-03-25 2:18PM EDT,1070,1.75,1.35,1.65,-0.15,-0.0789,11,17,0.2933
04/12/2019,PUT,GOOG190412P01075000,2019-03-25 3:08PM EDT,1075,1.6,1.55,1.8,0.1,0.0667,1,6,0.2883
04/12/2019,PUT,GOOG190412P01080000,2019-03-21 12:47PM EDT,1080,1.1,1.7,2,0,-,1,5,0.2845
04/12/2019,PUT,GOOG190412P01082500,2019-03-21 12:47PM EDT,1082.5,1.16,1.8,2.1,0,-,1,2,0.2823
04/12/2019,PUT,GOOG190412P01085000,2019-03-22 11:40AM EDT,1085,1.71,1.9,2.2,0,-,1,7,0.28
04/12/2019,PUT,GOOG190412P01087500,2019-03-25 11:42AM EDT,1087.5,1.85,2,2.3,-3.22,-0.6351,1,1,0.2775
04/12/2019,PUT,GOOG190412P01090000,2019-03-19 1:31PM EDT,1090,1.3,2.1,2.4,0,-,1,2,0.2749
04/12/2019,PUT,GOOG190412P01092500,2019-03-11 12:11AM EDT,1092.5,13.8,2.25,2.55,0,-,13,13,0.2734
04/12/2019,PUT,GOOG190412P01095000,2019-03-14 12:21PM EDT,1095,2.95,2.35,2.8,0,-,1,20,0.2742
04/12/2019,PUT,GOOG190412P01100000,2019-03-22 11:30AM EDT,1100,2.1,2.6,2.95,0,-,12,23,0.2667
04/12/2019,PUT,GOOG190412P01102500,2019-03-08 4:00PM EDT,1102.5,1.7,2.8,3.1,0,-,2,2,0.2645
04/12/2019,PUT,GOOG190412P01105000,2019-03-18 12:03AM EDT,1105,3.7,2.95,3.3,0,-,1,1,0.2632
04/12/2019,PUT,GOOG190412P01107500,2019-03-18 12:03AM EDT,1107.5,3.6,3.1,3.5,0,-,3,3,0.2616
04/12/2019,PUT,GOOG190412P01110000,2019-03-12 9:41AM EDT,1110,4.7,3.3,3.6,0,-,1,9,0.2579
04/12/2019,PUT,GOOG190412P01115000,2019-03-13 3:33PM EDT,1115,2.3,3.7,4.1,0,-,1,14,0.2557
04/12/2019,PUT,GOOG190412P01117500,2019-03-25 3:36PM EDT,1117.5,3.8,3.9,4.3,-1.66,-0.304,1,16,0.2533
04/12/2019,PUT,GOOG190412P01120000,2019-03-25 12:03PM EDT,1120,4.25,4.1,4.6,0.55,0.1486,1,10,0.2524
04/12/2019,PUT,GOOG190412P01125000,2019-03-22 10:18AM EDT,1125,2.56,4.6,5.1,0,-,2,17,0.2483
04/12/2019,PUT,GOOG190412P01130000,2019-03-25 11:27AM EDT,1130,4.6,5.2,5.6,2.05,0.8039,2,22,0.2433
04/12/2019,PUT,GOOG190412P01135000,2019-03-18 9:44AM EDT,1135,8.1,5.4,6.4,0,-,1,2,0.2417
04/12/2019,PUT,GOOG190412P01140000,2019-03-25 10:46AM EDT,1140,6.7,6.6,6.9,1.1,0.1964,1,18,0.2349
04/12/2019,PUT,GOOG190412P01142500,2019-03-22 9:46AM EDT,1142.5,3.5,7,7.5,0,-,3,3,0.2359
04/12/2019,PUT,GOOG190412P01145000,2019-03-22 9:54AM EDT,1145,4.3,7.4,8,0,-,1,9,0.2351
04/12/2019,PUT,GOOG190412P01147500,2019-03-22 10:24AM EDT,1147.5,4.1,7.8,8.4,0,-,2,23,0.2328
04/12/2019,PUT,GOOG190412P01150000,2019-03-25 2:19PM EDT,1150,10,8.3,8.9,3.6,0.5625,2,48,0.2314
04/12/2019,PUT,GOOG190412P01155000,2019-03-22 10:23AM EDT,1155,4.7,9.3,10,0,-,3,7,0.2288
04/12/2019,PUT,GOOG190412P01157500,2019-03-22 9:57AM EDT,1157.5,5.6,9.9,10.6,0,-,1,3,0.2276
04/12/2019,PUT,GOOG190412P01160000,2019-03-25 10:14AM EDT,1160,10.55,10.5,11.2,1.12,0.1188,1,28,0.2261
04/12/2019,PUT,GOOG190412P01162500,2019-03-25 9:42AM EDT,1162.5,9.3,11.1,11.8,1.7,0.2237,3,12,0.2243
04/12/2019,PUT,GOOG190412P01165000,2019-03-25 11:49AM EDT,1165,11.1,11.8,12.5,1.08,0.1078,9,23,0.2232
04/12/2019,PUT,GOOG190412P01170000,2019-03-25 3:10PM EDT,1170,13.45,13.2,13.6,3,0.2871,3,31,0.2169
04/12/2019,PUT,GOOG190412P01172500,2019-03-25 3:10PM EDT,1172.5,13.9,14,14.4,7.15,1.0593,22,20,0.2158
04/12/2019,PUT,GOOG190412P01175000,2019-03-25 10:35AM EDT,1175,13.8,14.8,15.6,2.25,0.1948,2,5,0.2182
04/12/2019,PUT,GOOG190412P01177500,2019-03-25 2:24PM EDT,1177.5,18.4,15.6,16.4,-0.3,-0.016,6,4,0.2163
04/12/2019,PUT,GOOG190412P01180000,2019-03-25 12:52PM EDT,1180,17.18,16.5,17.3,10.28,1.4899,6,15,0.2151
04/12/2019,PUT,GOOG190412P01182500,2019-03-25 9:42AM EDT,1182.5,14.1,17.4,18.3,-3.25,-0.1873,3,3,0.2144
04/12/2019,PUT,GOOG190412P01185000,2019-03-22 2:24PM EDT,1185,15,18.4,19.2,0,-,6,7,0.2124
04/12/2019,PUT,GOOG190412P01187500,2019-03-18 12:03AM EDT,1187.5,20.2,19.4,20.3,0,-,1,1,0.2118
04/12/2019,PUT,GOOG190412P01190000,2019-03-25 2:02PM EDT,1190,21.3,20.4,21.3,3.59,0.2027,12,52,0.21
04/12/2019,PUT,GOOG190412P01192500,2019-03-25 12:55PM EDT,1192.5,21.99,21.5,22.4,0.99,0.0471,7,4,0.2087
04/12/2019,PUT,GOOG190412P01195000,2019-03-25 1:56PM EDT,1195,24.26,22.7,23.6,11.12,0.8463,11,17,0.2079
04/12/2019,PUT,GOOG190412P01197500,2019-03-25 10:46AM EDT,1197.5,22.29,23.9,24.8,-2.21,-0.0902,1,7,0.2067
04/12/2019,PUT,GOOG190412P01200000,2019-03-25 2:42PM EDT,1200,27.1,25.1,26.1,7.3,0.3687,32,13,0.206
04/12/2019,PUT,GOOG190412P01205000,2019-03-25 1:56PM EDT,1205,29.47,27.7,28.8,1.47,0.0525,11,6,0.2043
04/12/2019,PUT,GOOG190412P01222500,2019-03-18 12:03AM EDT,1222.5,37.1,38.3,39.5,0,-,1,1,0.1968
04/12/2019,PUT,GOOG190412P01232500,2019-03-25 9:38AM EDT,1232.5,39.1,45.3,46.3,-8.2,-0.1734,1,1,0.1891
04/12/2019,PUT,GOOG190412P01240000,2019-03-18 12:03AM EDT,1240,47.2,51.1,52.5,-6.1,-0.1144,1,1,0.1917
04/12/2019,PUT,GOOG190412P01290000,2019-03-18 12:03AM EDT,1290,101.9,96.2,98.1,0,-,1,1,0.2039